index_label,longitude,latitude,time,d2m,t2m,skt,stl1,stl2,stl3,stl4
14,100.5,30.5,2020-01-01 14:00:00,255.172769399324,266.5695868554368,257.7547139867226,269.7005777087021,270.4885665718691,273.2269726248071,276.0092197052827
15,100.5,30.5,2020-01-01 15:00:00,255.3295138052316,265.41534318839985,256.37853573079985,269.1591999987125,270.38769869335573,273.226108394265,276.00697979617024
16,100.5,30.5,2020-01-01 16:00:00,255.47493778182368,264.47079330653196,255.5221157861269,268.75979583103646,270.2590615203528,273.22524416372283,276.0042229849549
17,100.5,30.5,2020-01-01 17:00:00,255.60468731782498,263.6366574088903,254.9740070215362,268.44380802479765,270.11694807208295,273.2223633952491,276.0014661737395
18,100.5,30.5,2020-01-01 18:00:00,255.61862015390565,262.67076700906273,254.60545112810453,268.179748284619,269.97075090403524,273.221499164707,276.0007769709357
19,100.5,30.5,2020-01-01 19:00:00,255.77449375755822,261.512811947598,254.36801608137452,267.9554632333376,269.8241453640097,273.2189064730806,275.99802015972034
20,100.5,30.5,2020-01-01 20:00:00,255.6525814418523,260.7473368468701,254.22862635244843,267.7543800839129,269.6812151717843,273.21602570460686,275.99526334850503
21,100.5,30.5,2020-01-01 21:00:00,255.62036175841575,259.9558819851478,254.06442997684908,267.55384936072284,269.53991846747,273.2151614740647,275.99250653728967
22,100.5,30.5,2020-01-01 22:00:00,255.51151147653545,259.1106119042228,253.91440882792017,267.35939532611434,269.40393059886696,273.2125687824383,275.98974972607436
23,100.5,30.5,2020-01-01 23:00:00,255.30600214434548,258.6105015050806,253.74784991454237,267.1500257831694,269.27161807806397,273.2117045518962,275.98664831345707
24,100.5,30.5,2020-01-02 00:00:00,255.1623197722635,258.32101273971443,253.6096414545055,266.9235310269492,269.1429809050611,273.20911186026984,275.98389150224176
25,100.5,30.5,2020-01-02 01:00:00,255.32428899170137,258.783081345972,254.59600097699092,266.79647299297204,269.03721256281426,273.2062310917961,275.9811346910264
26,100.5,30.5,2020-01-02 02:00:00,256.29087949479833,262.4397327059339,260.4066626429858,267.8261954944217,269.04088791061434,273.20363840016967,275.97837787981103
27,100.5,30.5,2020-01-02 03:00:00,257.78517616445095,266.7894869752823,268.55505544071553,269.02772255485786,269.15400694846136,273.2007576316959,275.97562106859573
28,100.5,30.5,2020-01-02 04:00:00,259.4057391610846,269.8597380156563,273.7632699732163,269.929282169861,269.3430831741767,273.1998934011538,275.97286425738037
29,100.5,30.5,2020-01-02 05:00:00,260.9113562600528,272.1997722023663,276.3986808650306,270.65572266846954,269.5807556652487,273.19701263268007,275.97027974686597
30,100.5,30.5,2020-01-02 06:00:00,261.98418463826494,274.10093399799234,278.02765066324304,271.07832873800226,269.8249621079653,273.1961484021379,275.9694182433612
31,100.5,30.5,2020-01-02 07:00:00,262.3089938793957,275.9176615703865,279.1061491590863,271.21643529667307,270.04180762817015,273.19355571051153,275.9666614321458
32,100.5,30.5,2020-01-02 08:00:00,262.20101439977043,276.2544706147068,278.6608107878564,271.30703319916114,270.23374245773005,273.19240340312206,275.9639046209305
33,100.5,30.5,2020-01-02 09:00:00,262.38823688460457,275.71260702825214,277.1464240718968,271.3512272979358,270.4007665966449,273.1898107114957,275.9613201104161
34,100.5,30.5,2020-01-02 10:00:00,262.4936039574647,274.4368151937056,274.415330400057,271.33520693712995,270.54451353282593,273.1889464809535,275.95856329920076
35,100.5,30.5,2020-01-02 11:00:00,262.53191925668654,272.8650396535444,270.2584451789478,271.2567624118049,270.66130791847297,273.1880822504114,275.95580648798546
36,100.5,30.5,2020-01-02 12:00:00,262.59026300777435,271.4500705279564,264.97699197531637,271.1125791645526,270.75319161347505,273.1872180198693,275.9530496767701
37,100.5,30.5,2020-01-02 13:00:00,262.62509509797604,270.11396853395865,261.44854180326377,270.94022217933144,270.7809609079646,273.18635378932714,275.9502928655548
38,100.5,30.5,2020-01-02 14:00:00,262.6512191656273,268.7620931136429,259.8904481384036,270.7463205709576,270.79688741509824,273.18548955878504,275.9477083550404
39,100.5,30.5,2020-01-02 15:00:00,262.6982424873996,267.4399088487492,259.4226656582788,270.3922153545256,270.79729578707605,273.18289686715866,275.944951543825
40,100.5,30.5,2020-01-02 16:00:00,262.6756016287685,266.8136110390628,259.82547834949736,269.9917063343802,270.78381951180904,273.18203263661655,275.9437454389183
41,100.5,30.5,2020-01-02 17:00:00,262.6311907137614,266.4638121142453,261.6588076655421,269.9287297436263,270.76625951676425,273.18145648292176,275.94150552980585
42,100.5,30.5,2020-01-02 18:00:00,262.5354024657067,266.03607390644464,261.9033303256073,269.75305820099703,270.73889859425253,273.18059225237965,275.9387487185905
43,100.5,30.5,2020-01-02 19:00:00,262.416973359021,265.6918420732688,261.83954180559033,269.58456819941864,270.68744372505137,273.1779995607533,275.9359919073752
44,100.5,30.5,2020-01-02 20:00:00,262.4326477996117,266.0184447829127,261.5359557010649,269.41497334537087,270.6319051360723,273.1771353302111,275.9334073968608
45,100.5,30.5,2020-01-02 21:00:00,262.42916459059154,265.5164786865566,262.4679768546469,269.430441279942,270.57963352291557,273.1765591765164,275.9306505856454
46,100.5,30.5,2020-01-02 22:00:00,262.3786580597991,265.43482800914563,261.91041793894254,269.26968524564916,270.51347726251413,273.17569494597427,275.9278937744301
47,100.5,30.5,2020-01-02 23:00:00,262.2079808178108,264.71667318737184,261.32923364545417,269.0923564243158,270.43098612300116,273.1731022543479,275.92513696321475
48,100.5,30.5,2020-01-03 00:00:00,262.11567577877634,264.5283199201624,261.57848138107624,269.0266177023885,270.3562540510661,273.17223802380573,275.92238015199945
49,100.5,30.5,2020-01-03 01:00:00,262.4692214943235,265.49421031999,261.6836143122154,268.96861294774675,270.2888726747313,273.16964533217936,275.9196233407841
50,100.5,30.5,2020-01-03 02:00:00,263.80241974679325,268.48373853156,267.51908262488354,269.8834307923823,270.32480940877656,273.1690691784846,275.9168665295687
